index	word	definition	label
3407	moroseness	capable of division into symmetrical halves by any longitudinal plane passing through the axis	0
3408	gnathostome	a planet (usually Venus) seen just before sunrise in the eastern sky	0
3409	scrapbook	true rats and mice and related rodents	0
3410	propagate	cause to lose courage	0
3411	bicornuate	having two horns or horn-shaped parts	1
3412	rectified	tropical American timber tree with dark hard heavy wood and small plumlike purple fruit	0
3413	syrupy	with honey added	1
3414	beta	beets	1
3415	packer	a male hospital attendant who has general duties that do not involve the medical treatment of patients	0
3416	crosscut	cut using a diagonal lines	1
3417	signalisation	African parakeet	0
3418	pierced	with long hair	0
3419	infrasonic	having frequencies below those of audible sound	1
3420	brambling	Eurasian finch	1
3421	clarinetist	a musician who plays the clarinet	1
3422	waybill	a receipt given by the carrier to the shipper acknowledging receipt of the goods being shipped and specifying the terms of delivery	1
3423	theta rhythm	any of three arteries supplying the meninges of the brain and neighboring structures	0
3424	sketchy	musk-scented shrub or tree of southern and southeastern Australia having creamy-yellow flower heads	0
3425	stalls	a farm building for housing horses or other livestock	1
3426	vexed	causing difficulty in finding an answer or solution; much disputed	1
3427	fumbler	a piece of leather forming the back of a shoe or boot	0
3428	rippling	a method of birth control in which coitus is initiated but the penis is deliberately withdrawn before ejaculation	0
3429	politicise	in an unintelligible manner	0
3430	barnful	the quantity that a barn will hold	1
3431	undergrow	an upstart who makes conceited, sardonic, insolent comments	0
3432	skimmer	handsome South American shrub or small tree having bright scarlet flowers and yielding a valuable fine-grained yellowish wood; yields the bitter drug quassia from its wood and bark	0
3433	mazy	resembling a labyrinth in form or complexity	1
3434	courtly	a passenger car for passengers who want to avoid tobacco smoke	0
3435	woodland	a yellow or orange variety of ruby spinel	0
3436	spherocyte	an oral antagonist against the action of opiates	0
3437	nonunion	not belonging to or not allowing affiliation with a trade union	1
3438	dynastic	of or relating to or characteristic of a dynasty	1
3439	gibelike	abusing vocally; expressing contempt or ridicule	1
3440	mendelevium	a radioactive transuranic element synthesized by bombarding einsteinium with alpha particles (Md is the current symbol for mendelevium but Mv was formerly the symbol)	1
3441	impair	a shirt with short sleeves designed for comfort and casual wear	0
3442	screwy	not behaving normally	1
3443	uneconomic	wasteful of resources	1
3444	sightly	very pleasing to the eye	1
3445	interact	playful like a lively kitten	0
3446	luminosity	the quality of being luminous; emitting or reflecting light	1
3447	grantor	a person who makes a grant in legal form	1
3448	woodcock	the intense dislike for and prejudice against Jewish people	0
3449	neutralize	the modal logic of knowledge and uncertainty and ignorance	0
3450	dexter	a disease of pigs resulting in swelling of the snout	0
3451	days	the time during which someone's life continues	1
3452	raining	falling in drops or as if falling like rain	1
3453	oilcan	a can with a long nozzle to apply oil to machinery	1
3454	reorientation	the act of changing the direction in which something is oriented	1
3455	bloodshot	(of an eye) reddened as a result of locally congested blood vessels; inflamed	1
3456	memorandum	a written proposal or reminder	1
3457	cerous	East Indian silk cotton tree yielding fibers inferior to kapok	0
3458	sinker	a leader in municipal affairs	0
3459	subway	an underground tunnel or passage enabling pedestrians to cross a road or railway	1
3460	overfly	fly over	1
3461	flock	whale with plates of whalebone along the upper jaw for filtering plankton from the water	0
3462	filtration	the process whereby fluids pass through a filter or a filtering medium	1
3463	embalmment	a Russian soup usually containing beet juice as a foundation	0
3464	webworm	a potent androgenic hormone produced chiefly by the testes; responsible for the development of male secondary sex characteristics	0
3465	slanderer	small pruning shears with a spring that holds the handles open and a single blade that closes against a flat surface	0
3466	onwards	in a forward direction	1
3467	tattoo	a drumbeat or bugle call that signals the military to return to their quarters	1
3468	flicker	North American woodpecker	1
3469	someday	an artery that originates from the abdominal aorta just below the diaphragm and branches into the left gastric artery and the common hepatic artery and the splenic artery	0
3470	fitted	being the right size and shape to fit as desired	1
3471	feature	arboreal wallabies of New Guinea and northern Australia having hind and forelegs of similar length	0
3472	jester	a professional clown employed to entertain a king or nobleman in the middle ages	1
3473	click	a stop consonant made by the suction of air into the mouth (as in Bantu)	1
3474	candlewick	the wick of a candle	1
3475	conclusive	a glucocorticoid (trade names Pediapred or Prelone) used to treat inflammatory conditions	0
3476	bloodline	the descendants of one individual	1
3477	insole	any of several small veins draining blood from the thyroid area	0
3478	ambition	a strong drive for success	1
3479	confirm	a stand-in for movie stars to perform dangerous stunts	0
3480	grumpiness	a fussy and eccentric disposition	1
3481	waddler	yellowwoods	0
3482	webpage	strike or tap firmly	0
3483	chylaceous	consisting of chyle or having the properties of chyle	1
3484	snuffbox	monkey of southeast Asia, Borneo and the Philippines	0
3485	manslaughter	homicide without malice aforethought	1
3486	naiveness	a device injects fuel into a hot exhaust for extra thrust	0
3487	limiter	(electronics) an nonlinear electronic circuit whose output is limited in amplitude; used to limit the instantaneous amplitude of a waveform (to clip off the peaks of a waveform)	1
3488	apetalous	any of a variety of muskmelon vines having fruit with a smooth white rind and white or greenish flesh that does not have a musky smell	0
3489	scuffer	a lightweight flexible sandal with a sturdy sole; worn as play shoes by children and as sportswear by adults	1
3490	tuxedoed	a large densely branching neuron that is the characteristic cell of the cerebellar cortex	0
3491	sandman	within an indefinite time or at an unspecified future time	0
3492	posture	concerning the branch of zoology that studies protozoans	0
3493	drastic	forceful and extreme and rigorous	1
3494	whirring	like the sound of rapidly vibrating wings	1
3495	remorseful	feeling or expressing pain or sorrow for sins or offenses	1
3496	auto	a motor vehicle with four wheels; usually propelled by an internal combustion engine	1
3497	demonize	the part of a check that is retained as a record	0
3498	cardinalfish	the stone seed of a cherry	0
3499	redroot	low annual European herb naturalized in America; similar to alfilaria	0
3500	deadlock	climbing salamanders	0
3501	livelihood	the financial means whereby one lives	1
3502	uncovered	a workman who makes and repairs plows	0
3503	gruntle	a jet engine containing its own propellant and driven by reaction propulsion	0
3504	offend	hurt the feelings of	1
3505	splatter	any of several muscles of the upper back that help move the shoulder blade	0
3506	chooser	a person who chooses or selects out	1
